repo,path,size_bytes,classification,sha256,notes
repo_a,backend/app/builder2/location_service.py,12848,code,9d96cfc1007b8150f27e9d9110fe2d90cbe29278e2966f19242f6ac819911613,
repo_a,backend/app/builder2/model_adapter.py,8389,code,c04f07f63fd01011f1d49c3f282bccfd8dcb3fb77b7c9503b919275135b1d382,
repo_a,backend/app/builder2/model_service.py,8207,code,a002f3d1da481a100d56245cad46b36eea37b4645086eb42f4aaa336140ca0e3,
repo_a,backend/app/builder2/schemas.py,7312,code,740f7494520ed2b5abf9cd0b86bae8bc0e58ed0ab354f187a29c82de0ac064c2,
repo_a,backend/app/builder2/tree_classifier.py,4064,code,e9874b1556ca393b675ab38222236309cb7b2c7d5036ce1a6f25e5c4824ddbcb,
repo_a,backend/app/builder2/v3_feature_adapter.py,9786,code,85262515ba1bc23024ddae8489fcee24d1b3b3ebb97ffc0502a46ee83d196d30,
repo_a,backend/app/builder2/v3_feature_pipeline.py,18984,code,c20177199d08fde3e9166dc5c9adddf32cafb4d6b82049a7d06044828d53cc26,
repo_a,backend/app/builder2/v3_model_adapter.py,16406,code,2acf3f51fffffdbda0d86ab9c23960f57e583705aa78eb90acb5a8ed300bbf3f,
repo_a,backend/app/builder2/weather_adapter.py,4966,code,e89d22ade8dbae9e98aec4ee2488f6a84882fb41d94b0acb728c689662dbd866,
repo_a,backend/app/core/__init__.py,1115,code,3eb58774cbf95a45ee7f2168dce55ae413d27a2e3f073ad59ece0d2263f718b6,
repo_a,backend/app/core/cache.py,8854,code,56af96c9898961018f6cef772ebd23a576526bb4d4de0ca75cbd2bc3a9282cf9,
repo_a,backend/app/core/certification_policy.py,8454,code,4ebb8da7ece27180a1414ee7b9d4819c74b3c9c28110ab79fc57550652643930,
repo_a,backend/app/core/config.py,5341,code,64519dac92e34a75a2f816704cb10f99d809518b580a8b7540e02b61de341631,
repo_a,backend/app/core/error_handlers.py,3540,code,7b37e48c1fb0a4b5fd16adcf942c550cfc794fef6d02114c3cc48d28e01a03ea,
repo_a,backend/app/core/golden_replay_matrix.py,8777,fixture,996cce7aade01449e65bca538a608bcb6bc51eee0dc6ea4a0fdde23447adf59c,
repo_a,backend/app/core/http_retry.py,6663,code,71e4d993332146a868286478a6f28adad704b24e853d6edf8d608c2bc6bc0202,
repo_a,backend/app/core/live_smoke.py,1918,code,940295b1f177078e5d03c24fd0d1a404dd171e7c2b46c2b19806b97052f956b3,
repo_a,backend/app/core/metrics.py,10749,code,818b5fa07f150e321812e6217143e15de8fa43665e321c94d8f425e33956d1b0,
repo_a,backend/app/core/middleware.py,7813,code,fc837213b8a8c6903b04518169bbe96835ed6c868311674010c0578f320a48b5,
repo_a,backend/app/core/model_determinism.py,3320,code,867b405e381fd06ac861a9f1a54da242964673f1379063b2cdf6c1272716188d,
repo_a,backend/app/core/ood_policy.py,8644,code,8781dda687faf1820d15a4e4b789e81e1ecad222a55f8169c2d56eb369de55db,
repo_a,backend/app/core/rate_limiter.py,4276,code,6d9661430d32ba44057f556b7c54a2a7abf24c8b982e39391e3968392d82e032,
repo_a,backend/app/core/release_manifest.json,1926,manifest_config,dd339df0df66d40fce7e050d530cec2ef2882028ca335e669958e4706a55e3aa,
repo_a,backend/app/core/release_manifest.py,8652,code,a36a423cbf53e04061f8d8cc9b940a524bcd9f3d3b277cd2fe16f397e1d8ee89,
repo_a,backend/app/core/replay_harness.py,10849,code,229cd67bc4e3e39303eee15cf48dcd2d92aecd9962778a03ad6363216be8a5f9,
repo_a,backend/app/core/revision_store.py,14591,code,fac15c7bba558fe56ad8bdfb1782ccab487cca918710099219809528d9daf4c4,
repo_a,backend/app/core/runtime_compat.py,4216,code,9b5387ca47920cdfc18eeed95c29d33c13bd3690c64e28145bc175533ee37cee,
repo_a,backend/app/core/time_contract.py,4979,code,d49a25cccf24d372d9c1c51e582467428eb974d6cb8822cbed9a84b1075adade,
repo_a,backend/app/data/__init__.py,1813,code,7e8a47524ac62ec37ef138186a2807a65d20e5ba03e56b8ee0a5932132bed0dd,
repo_a,backend/app/data/alignment.py,6494,code,65a4881050a4dfe55f7279b342dd131668db1949852b2254198f2f120e80f763,
repo_a,backend/app/data/bust_labeling.py,6023,code,edfd3f77c2fc796e51b70c8fa3da64c2a7042c3b4fc9e7da5092fe4d52a26eca,
repo_a,backend/app/data/historical_pathway.py,3765,code,f380ac614dd43275ef74f2e6aa4f9ec0c12847f817a90029edecc143a2f11a01,
repo_a,backend/app/data/historical_qc.py,6164,code,fee30c0d5cab796782b384cd6c045272ac1efae61917ef288e90fb490af8e681,
repo_a,backend/app/data/qc.py,9082,code,1d32ca804f4cce2995ca942cfa9f0e7770571de6c6c59bc624510392417be4d5,
repo_a,backend/app/data/training_dataset.py,4789,code,4fb26c809e10914e242909c634a9dba0e9a93e69519ba32ea2daaac10ca6fa1a,
repo_a,backend/app/data/unit_conversion.py,5237,code,4c75da5869f4721c7184c1d2e443a80ffd4f6bff122dcdac458eac3a47761a62,
repo_a,backend/app/ml/__init__.py,1035,code,87b92a069ce78f767920cd4bf410357e455fbba9e9bc28727080cddb0f12da66,
repo_a,backend/app/ml/artifacts.py,3459,code,d78fbce63785f2866ef4ee97de2b3701ab4a2ffd4787af30528f73d43193c291,
repo_a,backend/app/ml/baseline_model.py,3935,code,b0d04b1040e06ba5b5be24249e27d14b6937e3786526df37d9f0581f71920d3f,
repo_a,backend/app/ml/evaluation.py,3783,code,5ecc5d36ce133159b48b0480a120e4c0714026960d2d3c5850eac8f8b49a70a3,
repo_a,backend/app/ml/features.py,8542,code,f963fe4c9a97fdbbae484846d73f4f5c2a74478312f6fd54009f540844bd2d61,
repo_a,backend/app/ml/splitting.py,3627,code,7f22da29f7ceb86ef93241fd6b48281f9c312c723c3413c78daeb41d9189b98f,
repo_a,backend/app/safety/__init__.py,219,code,cd42f25d4151c5c33fe1a09c17e481758cb6c5aecd67a626242f7f6b993dfa94,
repo_a,backend/app/safety/abstention.py,6347,code,9633d7a3a68c791f788402490c8be50d66069995ee730a9d12f0c16aee4d927b,
repo_a,backend/app/schemas/__init__.py,3114,code,398102cd73786b4ae90cb28656eb64ca0d2b2941d71a1166930d06932340b705,
repo_a,backend/app/schemas/certification.py,4274,code,a0def95853dfd65fba7be2fc1963110cc002702915f2089f6dd553782f7bdbd2,
repo_a,backend/app/schemas/dashboard.py,14060,code,ae9259ece0be58b564b9f07e3440c0083e7c60d61217f774d78d34fab9afd6bb,
repo_a,backend/app/schemas/disagreement.py,9281,code,89ed8605c4998520fc61c1901baa3f1fbdc92962e16b42a965299a4816b08dfd,
repo_a,backend/app/schemas/evaluation.py,7866,code,35eae8d587289f30de0be06c48da58bac9d2fdf364a66cc1258e88a358537ee6,
repo_a,backend/app/schemas/explainability.py,4972,code,e8fe34640be4245ebef0c9a704705d3135d6a956a242437e3a4b366e487f49a0,
repo_a,backend/app/schemas/health.py,443,code,b2d5224a43bb76a679020e130a138c4884e0c72d005a740cb1776c80a3f4f05a,
repo_a,backend/app/schemas/historical.py,9004,code,59ddb2396a5253183f2f36cbc1e26edc9b8a62353b7179560ab43d90a489f019,
repo_a,backend/app/schemas/location.py,2296,code,cad82afb5b19668ae8190a280867051740f12565f1c36010eb7925342873b39c,
repo_a,backend/app/schemas/model_integration.py,5564,code,713e2f9ecf42150bc53a38fa26ae0a7d3772ea477ce248b59ab4724df3978622,
repo_a,backend/app/schemas/multi_location.py,9880,code,119440aeae6aa6377db42d14ff937af65f1cc8b55792072b5b97a0e28e6fcadb,
repo_a,backend/app/schemas/ood.py,3342,code,decc630efec4ec05e0bace8f8f952522caa962c6a71eb58703e6880329fb0b4e,
repo_a,backend/app/schemas/prediction.py,14318,code,89c6c06489748d0fda08fa6da1181cd5d4483c834a5239f1fc86235086e1bdab,
repo_a,backend/app/schemas/provenance.py,1612,code,0b8d2bd571862870bc28ef076852e15adc3f89635ceda26c41d503cfc0f9a155,
repo_a,backend/app/schemas/provider_disagreement.py,4244,code,70c9bf394c45a66ce48abafd284a1933f47b0c6d1520d8285779de49c2c18da6,
repo_a,backend/app/schemas/reference.py,1844,code,282e18c4c6b5dab37631a3beeebf78ac642923bb36e2e7df5efc75b3f57fb6d9,
repo_a,backend/app/schemas/revision.py,13074,code,7d035e828725220fb85a81d322b660cb3bd5215d44fa4a5873cf117c931ace4f,
repo_a,backend/app/schemas/spatial.py,12547,code,210b90fcf97b220b6473c2e08c47312990c2cbaf3716ae821d06762fa613e4be,
repo_a,backend/app/schemas/weather.py,3516,code,93d40723a451b01bac660f766971170ff799fe79a222d9772c2be63e5fba2628,
repo_a,backend/app/services/__init__.py,2428,code,2a2ee120a5ff426bd05e7f76a2d19348e2111c3a629e7205e8baba8bdf21ed0d,
repo_a,backend/app/services/base.py,3498,code,00f01d4fa9d60e97e9192ea7fb0949e69945968cf8b9c88991fccb0b1882730b,
repo_a,backend/app/services/dashboard_service.py,15284,code,d2b9352c08be979a43d0083e43da1714e0238641bb51e758fbe3ea0dfda9e78f,
repo_a,backend/app/services/disagreement_service.py,11777,code,e8f21f69f61c0d29b6f7a09e760e04011eb4c63e66860c41bb8aa2f44da64ae1,
repo_a,backend/app/services/evaluation_service.py,19981,code,b07da52dfa4c97f52a84fd84edc68e4f8adfcb1cafdc095eef38dbaed6814108,
repo_a,backend/app/services/explainability_service.py,7208,code,aae8dc890f2cb20735b3ba605cafee552d994e96ff4d9b8fde7f60409ba0c067,
repo_a,backend/app/services/feature_service.py,6761,code,384768107bff6385912ca5011716528a1a321523be81275e151fb0da31f616d5,
repo_a,backend/app/services/historical_service.py,14309,code,7e2aa0ce6593772f8575321c78adc6ccea7d22fcbae248fdd4214b77a78d2a61,
repo_a,backend/app/services/location_service.py,21505,code,118caefd6fabd1726af714fa4e7255da9aacf0f1b67e45f01da8738821ebbba6,
repo_a,backend/app/services/model_integration_service.py,18896,code,be8890c13391a3b0f5b3b89e3fb69c2a4dd5aa7bc1e09753f9beac64deb4f4d7,
repo_a,backend/app/services/model_service.py,7623,code,fbb74dc2994513eed1fd4e7d4a5be800e55ec3a98dec89b390ce636a36449a62,
repo_a,backend/app/services/multi_location_service.py,15946,code,01cc0bafc7b267db3cb28d7e8ad8a666902740ac2e207ce016d1634f690fb279,
repo_a,backend/app/services/openmeteo_service.py,20103,code,ef28a8d2357793885a002f40c0a77b507e99ccff5b943a168358df5c8cf33851,
repo_a,backend/app/services/provider_disagreement_service.py,10792,code,3d50ee8858d6925e81472b95c7bf70ebc89b099a30e6dc46be3bcc8b18eea937,
repo_a,backend/app/services/reference_service.py,7205,code,1dd2ebc9f5da4fcd2bc2897a2e117fc3ef0825ea39644a70aa5dab9f616a8d5b,
repo_a,backend/app/services/revision_service.py,15778,code,b2b926ea2c2b56f143ce30d4464b19519360c385fa4b2355f39374ffb1533392,
repo_a,backend/app/services/spatial_service.py,16090,code,d4ff19296783a1090200397d005c2f34a8d574a8e441cff02d260183133bba82,
repo_a,backend/app/services/weather_service.py,1305,code,78ca165168f1d359810f836c4129413f403d45e49f9b9c27d07a7dbef689b8ab,
repo_a,backend/tests/__init__.py,49,test,e2fb67507f0eccf6602bcfe3ea6e0af317674648b97918e6ae9144458162a976,
repo_a,backend/tests/conftest.py,1013,test,29d4d9eb561d26a20b4c5581e4f4438ecdba337e01dfb8dcc7041041b576723b,
repo_a,backend/tests/test_agent.py,13189,test,7ea375f96f614d5a2036d6facd8bceaf3ecfb392cb6b450cc26a84473a795d3a,
repo_a,backend/tests/test_builder2_integration.py,17998,test,70337231ebd2935231abbde9e1f4aa9e156697bdf127eaef098bb86ad8a668cd,
repo_a,backend/tests/test_bust_labeling.py,3149,test,35b4fff60ccf33b53dae46feb9b61196d36a1ecf88a4cad19b7fabfef79af7f2,
repo_a,backend/tests/test_day21_post_merge_repairs.py,9538,test,dbe23592b6f620b088cb0b779143a4b2ea1662cbb2e9c96607b10f3802787a93,
repo_a,backend/tests/test_day21_repairs.py,13886,test,eaa1eb8a07c0f717e8f9ab067af1b4fa3f274ed5cf877fe31146f425991d76ca,
repo_a,backend/tests/test_day24_probabilistic_intelligence.py,17972,test,c4cca4c9f7374406564e480116d4b3ed85966d25da3316b12df08355a56c1562,
repo_a,backend/tests/test_day25_dashboard_intelligence.py,35980,test,86df7f112b4c2069c6b25f50520ef30fab24be8d143a3677562c14ed50a25b6c,
repo_a,backend/tests/test_day33_ood_model_determinism.py,21107,test,36a6087ad7195950be291af6e6753ba811f3e0756efbd4196e31c0e47dd80536,
repo_a,backend/tests/test_day34_time_contract_revision_store.py,26960,test,8a8b713b89cf35b61c36b5b4205b4678a3a37056fc7be735969f59a035b4312d,
repo_a,backend/tests/test_day35_independent_replay_release_manifest.py,8817,test,8bc50863e72a802531a9f6c94c7faa37478824d9e2011426987d07ae094264b4,
repo_a,backend/tests/test_day36_dashboard_parity_explanation_coherence.py,8197,test,6795cb8f1b5aeb69b17b24e5d1d0d0df67362adf5a1d14a12a8e5da742fbe80b,
repo_a,backend/tests/test_day37_provider_adapters.py,9897,test,04e12ec28a3d8d6639be827dc4ff9fe856d8fad5f0e9f981cda490ca2b73065b,
repo_a,backend/tests/test_day38_cross_provider_disagreement.py,12375,test,6ce97e3ee9d372d4df67abbcd1910c74c4f6cb7073a589cdc9aaad64b15d1c04,
repo_a,backend/tests/test_deployment_readiness.py,11589,test,e8dd833dab4344a51e9bac77bd902c419109a837678c29ae157339cac633b4a3,
repo_a,backend/tests/test_disagreement_intelligence.py,13046,test,51c03ecdede2aa951beedccba33ec2511202f01582225316bb5e9ef29ab105d6,
repo_a,backend/tests/test_dynamic_location.py,12725,test,a078e9884814a3fcbfc5983cfbe438b82718a905ac06e92a85924fed5c75c867,
repo_a,backend/tests/test_evaluation_integration.py,13994,test,f7d3168d5713f39e8e7aa5faefbfd34f6db3162035ade9d2c3c3b2d8aeb9d473,
repo_a,backend/tests/test_explainability_integration.py,18042,test,c0566df0a6fb5734147596111a48c048ee710adf3f4a79916f7a841e87b956cd,
repo_a,backend/tests/test_final_cross_phase_integration.py,10482,test,b02773b178ef88d5a78168cd579d60b2a0566bc34f61ed6fb9a3416bbfd16ed5,
repo_a,backend/tests/test_final_readiness.py,5287,test,98674ee57b6e508988034d46ded1cee6b63f5e60c010f3c16fc24450ef7a27b2,
repo_a,backend/tests/test_forecast_cache_and_dedup.py,23470,test,ef039869e8a092d17d6edc3fa2f85e848e93442fc5306dd3fa64780aab28ad33,
repo_a,backend/tests/test_health.py,669,test,d15bb22d60e14b42e8687f235ff2bbd940aac84acf723104ed86b81a6902bba3,
repo_a,backend/tests/test_historical_alignment.py,5288,test,6b72ae4c40d155f45298d8b4556207447ccc0bde93541c725d29c9ed23677ffc,
repo_a,backend/tests/test_historical_dataset.py,4309,test,615858a81e98857109673a668c3db76b1da1a9beb608865ea10df32001a9acdb,
repo_a,backend/tests/test_historical_infrastructure.py,18277,test,ed8c68968fff54534742fb7d2fc06914e41f7e787947287cb7df9e26be8575a4,
repo_a,backend/tests/test_horizon_contract.py,12293,test,8198cb169c2adc86a7697df51dbf3b6ab0aab56cf75bbdef5024376c4ac25f4c,
repo_a,backend/tests/test_live_serving.py,8427,test,edc81779e0d7c2e7318794801128bbaaa3b44259e5d81e3633b2d2bd89a24d31,
repo_a,backend/tests/test_ml_features.py,4069,test,add340ddbf8b976b22acd357a3cc50bde7d1cd3a4681be669f6a9daa6d90e2ff,
repo_a,backend/tests/test_ml_model_and_eval.py,5709,test,28a5827c3d02b23a50f837e1fb5f387a3c2cd61d468b57582d37246c7f5a0820,
repo_a,backend/tests/test_ml_splitting.py,2364,test,b0f5813ce07b711904c57414b7bd4bc7cf119082841451a395eac6ec479a07b1,
repo_a,backend/tests/test_model_integration.py,18007,test,67e4aa1089b762d4ddb614016ed665b46105e52e53ae064b45ee480ae665494c,
repo_a,backend/tests/test_multi_location.py,19551,test,7a10b9e516b2b7d11aaed17d0782c21483b1efe1000df1dfc5b888c9141acc08,
repo_a,backend/tests/test_observability.py,15238,test,2215cefc69f55b4b975a013b2ea32d0423ba13f31802f032b8b1874a8b3fcce6,
repo_a,backend/tests/test_predict.py,11192,test,70eb382b4d5616d28b5597558097ad31d15a8ad5901899312dee2234beabaa92,
repo_a,backend/tests/test_production_hardening.py,21082,test,2d35e779f6add5e11851f940d7d710a85ba47ddc78c0c778c9ed9a5555d4efd5,
repo_a,backend/tests/test_qc.py,4242,test,ed3573c2d27789621863242ff469fbaeca3905d51c22a1b2d73dfc454b05420e,
repo_a,backend/tests/test_revision_intelligence.py,12026,test,c4e6ec8d8c6857fec49d1e48f157765a227d363daf9385c8300fdc1c1f40b8b8,
repo_a,backend/tests/test_schemas.py,2624,test,9342dde2206498c31801649bdacb85e5f0aa35ca102403d3dd51050a4db1f925,
repo_a,backend/tests/test_scientific_certification.py,9931,test,01a555009965933d6dcf9c4ca2cfb3c620d7b8e20068f10c5114cc70adac7e6b,
repo_a,backend/tests/test_services.py,5539,test,82c8ac0390d92685285319257e583dd3bb6a654642475da93d2f07e69f5e5f3c,
repo_a,backend/tests/test_spatial_reliability.py,29853,test,31e7031b2baccb57ff1c03fc6eb53bb0e4a5007e45d652d75a16540e406a5d90,
repo_a,backend/tests/test_unit_conversion.py,2416,test,890a6a80c71fe633d492d3e3b3b6ec9e2afe8639dc8aaf45196c8f6f8aec7676,
repo_a,backend/tests/test_v3_artifact_integrity.py,3574,test,28d9f0b65cf7dec6710f6dca6c0211946c495f12b354742588d23cc4f707b774,
repo_a,backend/tests/test_v3_calibration.py,2967,test,fb468a8d103c9b701237d56374a193ef17aafc778dc6622a48f0a1af8db3b2a4,
repo_a,backend/tests/test_v3_ensemble_contract.py,4362,test,fad7b819ef7c7cde48f5629bd6c2b552e78f2ce580ca834adc39b930a1774764,
repo_a,backend/tests/test_v3_failure_safety.py,5778,test,8dcd2e869ce5606c14302b9a96f27549afb91bf409b7a81f36127cdd661fe9e4,
repo_a,backend/tests/test_v3_feature_contract.py,6237,test,ebdb07305aede823cbc7f4a80679097b1da78825091228e0b2633f1d54c0c0e7,
repo_a,backend/tests/test_v3_reference_parity.py,3550,test,ec7308b0870e4aac52763e18bd51946c04516aaafffdf7c68bb932b313a24555,
repo_a,backend/tests/test_v3_unit_contract.py,4226,test,db27fdb152060f5fc0d93a4193da882cc6551d446fc65b21bbbcb4112419d0c6,
